,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF
672,2133,30,RM,60.0,7200,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1040.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,1040,1040.0,0.0,1.0,1.0,2,1,TA,4.0,5,Typ,0,No Fireplace,Detchd,1993.0,Unf,2.0,TA,TA,Y,0,132,132,0,No Pool,No Fence,None,0,7,2008,WD,Normal,83,16,2400.0,2080.0
673,2134,50,RM,62.0,7006,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,Rec,121.0,Unf,647.0,768.0,GasA,TA,Y,SBrkr,788,448,1236,1357.0,1.0,2.0,3.0,3,1,TA,7.0,6,Typ,1,Gd,Detchd,1985.0,Unf,1.0,TA,TA,Y,0,0,0,0,No Pool,MnPrv,None,0,8,2008,WD,Family,83,58,2388.0,2004.0
674,2135,30,RM,60.0,10320,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,5,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,451.0,451.0,GasA,TA,Y,SBrkr,759,0,759,759.0,0.0,1.0,1.0,1,1,TA,3.0,5,Typ,0,No Fireplace,Detchd,1997.0,Unf,2.0,TA,TA,N,40,0,0,0,No Pool,No Fence,None,0,8,2008,ConLD,Family,96,17,1786.0,1210.0
675,2136,190,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2FmCon,2Story,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,Fa,Fa,PConc,TA,Fa,No,Unf,0.0,Unf,536.0,536.0,GasA,Ex,N,FuseF,808,536,1344,1344.0,0.0,2.0,2.0,3,2,TA,7.0,8,Typ,0,No Fireplace,No Garage,1950.0,No Garage,0.0,No Garage,No Garage,N,42,0,204,0,No Pool,No Fence,None,0,5,2008,WD,Normal,93,58,1880.0,1880.0
676,2137,20,RL,82.0,9488,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1046.0,1046.0,GasA,Gd,N,SBrkr,1054,0,1054,1054.0,0.0,1.0,1.0,3,1,TA,5.0,6,Typ,0,No Fireplace,Detchd,1947.0,Unf,1.0,TA,TA,Y,0,60,182,0,No Pool,No Fence,None,0,9,2008,WD,Abnorml,61,15,2340.0,2100.0
677,2138,85,RL,0.0,11235,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,784.0,Unf,197.0,981.0,GasA,TA,Y,SBrkr,1075,0,1075,1859.0,1.0,1.0,2.0,3,1,Gd,6.0,6,Typ,0,No Fireplace,Detchd,1996.0,Unf,2.0,TA,TA,Y,64,0,64,0,No Pool,MnPrv,None,0,5,2008,WD,Abnorml,45,45,2496.0,2056.0
678,2139,80,RL,80.0,13014,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,1096,1624.0,1.0,1.0,2.0,3,1,TA,6.0,6,Typ,1,Fa,Attchd,1978.0,Unf,2.0,TA,TA,Y,168,0,0,0,No Pool,No Fence,None,0,12,2008,WD,Normal,30,30,2627.0,2104.0
679,2140,20,RL,68.0,10265,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,2005,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,CBlock,TA,TA,No,ALQ,758.0,Unf,234.0,992.0,GasA,Ex,Y,SBrkr,992,0,992,1750.0,1.0,1.0,2.0,3,1,Gd,6.0,6,Typ,0,No Fireplace,Attchd,1967.0,RFn,1.0,TA,TA,Y,204,0,0,0,No Pool,MnPrv,Shed,600,7,2008,WD,Normal,41,3,2278.0,1984.0
680,2141,85,RL,0.0,7703,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,450.0,Unf,0.0,450.0,GasA,Ex,Y,SBrkr,1034,0,1034,1484.0,0.0,1.0,1.5,3,1,TA,6.0,6,Typ,1,Po,Basment,1978.0,Fin,2.0,TA,TA,Y,311,0,0,0,No Pool,GdWo,None,0,5,2008,WD,Normal,30,30,2028.0,1484.0
681,2142,20,RL,0.0,9981,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,BLQ,221.0,Unf,852.0,1073.0,GasA,Gd,Y,SBrkr,1073,0,1073,1294.0,0.0,1.0,1.0,3,1,TA,5.0,6,Typ,0,No Fireplace,Attchd,1967.0,RFn,1.0,TA,TA,Y,0,90,90,0,No Pool,MnPrv,None,0,3,2008,WD,Normal,41,41,2756.0,2146.0
682,2143,85,RL,0.0,7400,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,LwQ,104.0,ALQ,0.0,1060.0,GasA,TA,Y,SBrkr,1126,0,1126,2186.0,1.0,1.0,2.0,2,1,TA,5.0,5,Typ,0,No Fireplace,Attchd,1984.0,Unf,2.0,TA,TA,Y,178,0,0,0,No Pool,No Fence,None,0,3,2008,WD,Normal,24,24,2692.0,2186.0
683,2144,190,RL,60.0,12900,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,2FmCon,1Story,5,1920,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,TA,Fa,No,BLQ,1300.0,Unf,0.0,1300.0,GasA,Fa,Y,SBrkr,1140,0,1140,2440.0,1.0,1.0,2.0,3,1,TA,6.0,6,Typ,0,No Fireplace,CarPort,1920.0,Unf,2.0,TA,TA,Y,0,0,190,0,No Pool,No Fence,None,0,1,2008,WD,Alloca,88,58,2840.0,2440.0
684,2145,20,RL,94.0,9239,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,634.0,Unf,326.0,960.0,GasA,Ex,Y,SBrkr,960,0,960,1594.0,1.0,1.0,2.0,3,1,Gd,6.0,6,Typ,0,No Fireplace,Attchd,1963.0,Fin,1.0,TA,TA,Y,168,0,0,0,No Pool,No Fence,None,0,5,2008,WD,Normal,45,5,2220.0,1920.0
685,2146,20,RL,88.0,14175,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,776.0,Unf,212.0,988.0,GasA,TA,Y,FuseA,1188,0,1188,1964.0,1.0,1.0,2.0,1,1,TA,4.0,4,Typ,1,TA,Attchd,1956.0,Unf,2.0,TA,TA,Y,102,89,320,0,No Pool,No Fence,None,0,6,2008,WD,Normal,52,52,2797.0,2176.0
686,2147,190,RL,0.0,10532,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,TA,TA,Mn,Rec,988.0,Unf,0.0,988.0,GasA,Gd,Y,SBrkr,1721,0,1721,2709.0,1.0,2.0,3.0,3,1,TA,7.0,7,Mod,2,TA,Basment,1960.0,Unf,2.0,TA,TA,Y,50,84,84,0,No Pool,No Fence,None,0,12,2008,WD,Abnorml,48,48,3610.0,2709.0
687,2148,50,RL,63.0,8375,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,336.0,Unf,240.0,576.0,GasA,Gd,Y,SBrkr,864,486,1350,1686.0,1.0,1.5,2.5,2,1,Gd,6.0,6,Min1,0,No Fireplace,2Types,1973.0,Unf,3.0,TA,TA,N,0,0,0,0,No Pool,MnPrv,None,0,6,2008,WD,Normal,67,35,2553.0,1926.0
688,2149,80,RL,0.0,10200,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,Av,ALQ,704.0,Unf,160.0,864.0,GasA,Ex,Y,SBrkr,904,0,904,1608.0,0.0,1.0,1.0,3,1,Gd,5.0,5,Typ,0,No Fireplace,2Types,1979.0,Unf,3.0,TA,TA,Y,143,0,0,0,No Pool,MnPrv,None,0,6,2008,WD,Normal,38,38,2680.0,1768.0
689,2150,20,RL,82.0,20270,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,7,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,599.0,Unf,925.0,1524.0,GasA,TA,Y,SBrkr,1524,0,1524,2123.0,1.0,2.0,3.0,3,1,TA,7.0,7,Typ,2,Gd,Attchd,1979.0,Fin,2.0,TA,TA,Y,140,0,0,0,No Pool,No Fence,None,0,4,2008,WD,Normal,29,29,3526.0,3048.0
690,2151,50,RL,50.0,5190,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,570.0,570.0,GasA,TA,Y,SBrkr,617,462,1079,1079.0,0.0,1.0,1.0,2,1,TA,4.0,5,Typ,1,Gd,Attchd,1948.0,Unf,1.0,TA,TA,Y,135,0,0,0,No Pool,No Fence,None,0,1,2008,WD,Normal,60,58,1898.0,1649.0
691,2152,30,RL,85.0,19550,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1940,2007,Flat,Tar&Grv,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1035.0,Unf,545.0,1580.0,GasA,Ex,Y,SBrkr,1518,0,1518,2553.0,1.0,1.0,2.0,2,1,Fa,5.0,5,Typ,2,Gd,No Garage,1950.0,No Garage,0.0,No Garage,No Garage,Y,0,39,39,0,No Pool,No Fence,None,0,1,2008,WD,Normal,68,1,3098.0,3098.0
692,2153,20,RL,68.0,9571,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,870.0,Unf,639.0,1509.0,GasA,TA,Y,FuseA,1509,0,1509,2379.0,1.0,1.0,2.0,3,1,Gd,6.0,6,Typ,1,TA,Attchd,1956.0,Unf,1.0,TA,TA,Y,158,0,576,0,No Pool,MnPrv,None,0,7,2008,WD,Normal,52,52,3340.0,3018.0
693,2154,90,RL,50.0,9350,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplx,SFoyer,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,864.0,Unf,0.0,864.0,GasA,Fa,N,SBrkr,864,0,864,1728.0,1.0,1.0,2.0,2,1,TA,5.0,4,Typ,0,No Fireplace,No Garage,1950.0,No Garage,0.0,No Garage,No Garage,Y,0,0,0,0,No Pool,No Fence,None,0,4,2008,WD,Normal,33,33,1728.0,1728.0
694,2155,60,RL,50.0,9360,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216.0,Gd,TA,CBlock,TA,TA,No,Rec,324.0,Unf,297.0,621.0,GasA,TA,Y,SBrkr,621,648,1269,1593.0,0.0,1.5,1.5,3,1,TA,6.0,7,Typ,0,No Fireplace,Detchd,1962.0,Unf,1.0,TA,TA,Y,0,236,236,0,No Pool,GdWo,None,0,11,2008,WD,Normal,46,7,2386.0,1890.0
695,2156,60,RL,0.0,9771,Pave,No Alley Access,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,Gd,TA,PConc,Gd,TA,No,LwQ,779.0,Unf,298.0,1077.0,GasA,Ex,Y,SBrkr,1093,1721,2814,3593.0,0.0,2.5,3.0,4,1,Gd,9.0,9,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,TA,TA,Y,48,32,248,0,No Pool,GdPrv,None,0,6,2008,WD,Normal,13,6,4695.0,3891.0
696,2157,20,RL,80.0,9938,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,Gd,TA,PConc,Gd,TA,No,GLQ,1271.0,Unf,331.0,1602.0,GasA,Ex,Y,SBrkr,1626,0,1626,2897.0,1.0,2.5,3.5,3,1,Gd,8.0,7,Typ,1,TA,Attchd,1994.0,RFn,2.0,TA,TA,Y,424,40,40,0,No Pool,No Fence,None,0,4,2008,WD,Normal,14,14,4013.0,3228.0
697,2158,60,RL,0.0,14171,Pave,No Alley Access,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,355.0,Unf,457.0,812.0,GasA,Ex,Y,SBrkr,1101,1099,2200,2555.0,0.0,2.5,2.5,4,1,Gd,8.0,9,Typ,1,TA,Attchd,1993.0,RFn,2.0,TA,TA,Y,168,98,98,0,No Pool,No Fence,None,0,12,2008,WD,Normal,15,14,3465.0,3012.0
698,2159,80,RL,85.0,10541,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,7,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,672.0,672.0,GasA,Ex,Y,SBrkr,1302,735,2037,2037.0,0.0,2.5,2.5,3,1,Gd,7.0,8,Typ,1,TA,Attchd,1996.0,Fin,2.0,TA,TA,Y,100,33,33,0,No Pool,No Fence,None,0,2,2008,WD,Normal,12,12,3181.0,2709.0
699,2160,60,RL,65.0,10616,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,628.0,628.0,GasA,Ex,Y,SBrkr,628,728,1356,1356.0,0.0,2.5,2.5,3,1,Gd,7.0,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,TA,TA,Y,100,24,24,0,No Pool,No Fence,None,0,3,2008,New,Partial,1,1,2468.0,1984.0
700,2161,20,RL,65.0,9345,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1615.0,1615.0,GasA,Ex,Y,SBrkr,1615,0,1615,1615.0,0.0,2.0,2.0,3,1,Gd,6.0,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,TA,TA,Y,168,30,30,0,No Pool,No Fence,None,0,5,2008,WD,Normal,1,1,4250.0,3230.0
701,2162,20,RL,91.0,11778,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,2085.0,Unf,186.0,2271.0,GasA,Ex,Y,SBrkr,2276,0,2276,4361.0,1.0,2.0,3.0,3,1,Ex,7.0,7,Typ,2,Gd,Attchd,2008.0,RFn,3.0,Gd,TA,Y,0,0,325,0,No Pool,No Fence,None,0,6,2008,WD,Abnorml,0,0,6449.0,4547.0
702,2163,20,RL,91.0,11778,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,598.0,1751.0,GasA,Ex,Y,SBrkr,1766,0,1766,2919.0,1.0,2.5,3.5,3,1,Ex,8.0,8,Typ,2,Gd,Attchd,2008.0,Fin,3.0,TA,TA,Y,216,36,36,0,No Pool,No Fence,None,0,12,2008,New,Partial,0,0,4793.0,3517.0
703,2164,80,RL,0.0,11454,Pave,No Alley Access,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,770.0,Unf,631.0,1401.0,GasA,Ex,Y,SBrkr,1511,0,1511,2281.0,1.0,2.0,3.0,3,1,Gd,7.0,6,Typ,1,Fa,Attchd,1995.0,Fin,3.0,TA,TA,Y,168,42,42,0,No Pool,No Fence,None,0,2,2008,WD,Normal,13,13,4025.0,2912.0
704,2165,20,RL,0.0,11500,Pave,No Alley Access,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,262.0,ALQ,197.0,1182.0,GasA,Ex,Y,SBrkr,1643,0,1643,2628.0,1.0,2.0,3.0,2,1,TA,6.0,6,Typ,1,Gd,Attchd,1966.0,Unf,2.0,TA,TA,Y,339,0,0,0,No Pool,No Fence,None,0,3,2008,WD,Normal,42,42,3263.0,2825.0
705,2166,20,RL,65.0,9750,Pave,No Alley Access,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,722.0,Unf,268.0,990.0,GasA,Ex,Y,SBrkr,990,0,990,1712.0,1.0,1.0,2.0,3,1,TA,6.0,5,Typ,0,No Fireplace,Detchd,1997.0,Unf,2.0,TA,TA,Y,168,0,0,0,No Pool,No Fence,None,0,8,2008,WD,Normal,14,14,2508.0,1980.0
706,2167,20,RL,0.0,8696,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1308.0,Unf,110.0,1418.0,GasA,Ex,Y,SBrkr,1418,0,1418,2726.0,1.0,2.0,3.0,3,1,Gd,7.0,5,Typ,1,TA,Attchd,1997.0,RFn,2.0,TA,TA,Y,208,110,110,0,No Pool,No Fence,None,0,5,2008,WD,Normal,11,10,3544.0,2836.0
707,2168,60,RL,0.0,13142,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,TA,TA,PConc,Gd,TA,No,GLQ,688.0,Unf,176.0,864.0,GasA,Ex,Y,SBrkr,872,899,1771,2459.0,1.0,2.5,3.5,3,1,Gd,8.0,6,Typ,0,No Fireplace,Attchd,1997.0,RFn,2.0,TA,TA,Y,0,96,96,0,No Pool,No Fence,None,0,7,2008,WD,Normal,11,11,3363.0,2635.0
708,2169,60,RL,68.0,8998,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,527.0,Unf,255.0,782.0,GasA,Ex,Y,SBrkr,782,870,1652,2179.0,0.0,2.5,2.5,3,1,Gd,7.0,6,Typ,0,No Fireplace,Attchd,2000.0,RFn,2.0,TA,TA,Y,0,70,70,0,No Pool,No Fence,None,0,6,2008,WD,Normal,8,8,3086.0,2434.0
709,2170,60,RL,75.0,12192,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,663.0,Unf,265.0,928.0,GasA,Ex,Y,SBrkr,928,895,1823,2486.0,1.0,2.5,3.5,3,1,Gd,8.0,6,Typ,0,No Fireplace,Attchd,2000.0,RFn,2.0,TA,TA,Y,192,36,36,0,No Pool,No Fence,Shed,4500,5,2008,WD,Normal,8,7,3377.0,2751.0
710,2171,20,RL,0.0,12250,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,781.0,Unf,83.0,864.0,GasA,Ex,Y,SBrkr,1174,0,1174,1955.0,1.0,1.0,2.0,3,1,TA,6.0,5,Typ,0,No Fireplace,Attchd,1978.0,Unf,2.0,TA,TA,Y,211,0,280,0,No Pool,No Fence,None,0,5,2008,WD,Normal,30,30,2746.0,2038.0
711,2172,20,RL,0.0,9216,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,Av,ALQ,294.0,Unf,782.0,1076.0,GasA,TA,Y,SBrkr,1076,0,1076,1370.0,0.0,1.5,1.5,3,1,TA,6.0,5,Typ,1,Fa,Detchd,1985.0,Unf,2.0,TA,TA,Y,0,0,0,0,No Pool,MnPrv,None,0,9,2008,WD,Abnorml,33,33,2904.0,2152.0
712,2173,20,RL,40.0,14330,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1975,2001,Gable,CompShg,Plywood,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,88.0,ALQ,180.0,864.0,GasA,TA,Y,SBrkr,1558,0,1558,2242.0,1.0,2.0,3.0,2,1,TA,6.0,5,Min2,0,No Fireplace,Attchd,1975.0,Fin,2.0,TA,TA,Y,140,0,466,0,No Pool,No Fence,None,0,8,2008,WD,Normal,33,7,2862.0,2422.0
713,2174,60,RL,0.0,10400,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1257.0,1257.0,GasA,Ex,Y,SBrkr,1290,871,2161,2161.0,0.0,2.5,2.5,3,1,Gd,7.0,8,Typ,1,TA,Attchd,2001.0,RFn,2.0,TA,TA,Y,0,84,84,0,No Pool,No Fence,None,0,6,2008,WD,Normal,7,7,4215.0,3418.0
714,2175,60,RL,0.0,9720,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1194.0,Unf,163.0,1357.0,GasA,Ex,Y,SBrkr,1366,581,1947,3141.0,1.0,2.5,3.5,3,1,Gd,8.0,7,Typ,1,TA,BuiltIn,2001.0,Fin,3.0,TA,TA,Y,168,116,116,0,No Pool,No Fence,None,0,1,2008,WD,Normal,7,6,4163.0,3304.0
715,2176,20,RL,0.0,14860,Pave,No Alley Access,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1538.0,Unf,240.0,1778.0,GasA,Ex,Y,SBrkr,1786,0,1786,3324.0,1.0,2.0,3.0,3,1,Gd,7.0,6,Typ,1,Gd,Attchd,2002.0,RFn,3.0,TA,TA,Y,182,35,35,0,No Pool,No Fence,None,0,6,2008,WD,Normal,6,5,4519.0,3564.0
716,2177,60,RL,41.0,10905,Pave,No Alley Access,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1129.0,1129.0,GasA,Ex,Y,SBrkr,1129,1198,2327,2327.0,0.0,2.5,2.5,4,1,Gd,8.0,9,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,TA,TA,Y,0,57,57,0,No Pool,No Fence,None,0,8,2008,WD,Normal,5,5,4052.0,3456.0
