Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF
2294,60,RL,118,13654,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,1704,1704,GasA,Ex,Y,SBrkr,1722,1036,2758,2758,0,2.5,2.5,4,1,Ex,8,9,Typ,1,Ex,BuiltIn,2005,Fin,3,TA,TA,Y,282,55,55,0,No Pool,No Fence,None,0,5,2007,WD,Normal,2,1,5641,4462
2295,20,RL,59,17169,Pave,No Alley Access,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,2007,2007,Hip,CompShg,CemntBd,CemntBd,BrkFace,970,Ex,TA,PConc,Ex,TA,Av,GLQ,1684,Unf,636,2320,GasA,Ex,Y,SBrkr,2290,0,2290,3974,2,2.5,4.5,2,1,Ex,8,7,Typ,1,Gd,Attchd,2007,Fin,3,TA,TA,Y,192,30,30,0,No Pool,No Fence,None,0,8,2007,New,Partial,0,0,6754,4610
2296,60,RL,134,16659,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1582,1582,GasA,Ex,Y,SBrkr,1582,570,2152,2152,0,2.5,2.5,3,1,Gd,7,7,Typ,1,Gd,Detchd,2007,Unf,2,TA,TA,Y,0,368,368,0,No Pool,No Fence,None,0,6,2007,New,Partial,0,-1,4462,3734
2297,60,RL,82,9709,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120,Ex,TA,PConc,Ex,TA,Gd,GLQ,778,Unf,140,918,GasA,Ex,Y,SBrkr,958,1142,2100,2878,1,2.5,3.5,3,1,Ex,8,8,Typ,2,Gd,BuiltIn,2007,Fin,3,TA,TA,Y,172,104,104,0,No Pool,No Fence,None,0,9,2007,New,Partial,0,0,3924,3018
2298,20,RL,94,13615,Pave,No Alley Access,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,1802,1802,GasA,Ex,Y,SBrkr,1802,0,1802,1802,0,2.5,2.5,3,1,Ex,7,7,Typ,1,Gd,Attchd,2006,Fin,3,TA,TA,Y,158,105,105,0,No Pool,No Fence,None,0,6,2007,WD,Normal,1,1,4957,3604
2299,60,RL,99,13069,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1706,1706,GasA,Ex,Y,SBrkr,1718,1238,2956,2956,0,2.5,2.5,5,1,Ex,9,11,Typ,1,Ex,BuiltIn,2004,RFn,3,TA,TA,Y,194,50,50,0,No Pool,No Fence,None,0,8,2007,WD,Normal,3,3,6080,4662
2300,60,RL,110,14277,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280,Gd,TA,PConc,Ex,TA,Mn,GLQ,938,Unf,379,1317,GasA,Ex,Y,SBrkr,1217,1168,2385,3323,1,2.5,3.5,3,1,Gd,8,7,Typ,1,Gd,Attchd,2003,Fin,3,TA,TA,Y,192,228,228,0,No Pool,No Fence,None,0,1,2007,WD,Normal,4,4,4800,3702
2301,60,RL,0,12568,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,246,Gd,TA,PConc,Ex,TA,Av,GLQ,669,Unf,226,895,GasA,Ex,Y,SBrkr,895,923,1818,2487,1,2.5,3.5,3,1,Ex,8,8,Typ,1,Gd,Attchd,2007,Fin,3,TA,TA,Y,196,104,104,0,No Pool,No Fence,None,0,8,2007,New,Partial,0,0,3733,2713
2302,20,RL,70,9926,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178,Unf,436,1614,GasA,Ex,Y,SBrkr,1614,0,1614,2792,1,2,3,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,2005,RFn,3,TA,TA,Y,100,38,38,0,No Pool,No Fence,None,0,5,2007,WD,Normal,2,1,4316,3228
2303,20,RL,71,9254,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,Gd,TA,No,GLQ,119,Unf,1602,1721,GasA,Ex,Y,SBrkr,1721,0,1721,1840,1,2,3,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,2005,RFn,2,TA,TA,Y,168,27,27,0,No Pool,No Fence,None,0,1,2007,WD,Normal,2,2,4206,3442
2304,60,RL,92,10732,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1298,1298,GasA,Ex,Y,SBrkr,1298,530,1828,1828,0,2.5,2.5,3,1,Gd,7,7,Typ,0,No Fireplace,BuiltIn,2006,RFn,3,TA,TA,Y,0,40,40,0,No Pool,No Fence,None,0,2,2007,New,Partial,1,0,4002,3126
2305,120,RL,34,3901,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsI,1Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,Gd,TA,Av,ALQ,866,Unf,436,1302,GasA,Ex,Y,SBrkr,1302,0,1302,2168,1,1.5,2.5,1,1,Gd,5,5,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,110,50,50,0,No Pool,No Fence,None,0,8,2007,New,Partial,2,1,3417,2604
2306,120,RL,34,3903,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsI,1Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,Gd,TA,Av,ALQ,1030,Unf,272,1302,GasA,Ex,Y,SBrkr,1302,0,1302,2332,1,1.5,2.5,1,1,Gd,5,5,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,110,50,50,0,No Pool,No Fence,None,0,5,2007,WD,Normal,2,1,3417,2604
2307,120,RL,41,6289,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,Av,ALQ,762,Unf,600,1362,GasA,Ex,Y,SBrkr,1362,0,1362,2124,1,2,3,2,1,Gd,6,6,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,192,28,28,0,No Pool,No Fence,None,0,6,2007,WD,Normal,2,1,3440,2724
2308,120,RL,34,4590,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsI,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,1530,1554,GasA,Ex,Y,SBrkr,1554,0,1554,1578,0,2,2,2,1,Gd,5,6,Typ,1,Gd,Attchd,2006,RFn,2,TA,TA,Y,156,73,73,0,No Pool,No Fence,None,0,5,2007,CWD,Normal,1,1,3843,3108
2309,120,RL,48,7841,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394,Ex,TA,PConc,Ex,TA,No,GLQ,848,Unf,729,1577,GasA,Ex,Y,SBrkr,1577,0,1577,2425,1,2,3,2,1,Ex,6,6,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,203,39,39,0,No Pool,No Fence,None,0,5,2007,WD,Normal,2,2,4112,3154
2310,120,RL,48,6240,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,1300,1324,GasA,Ex,Y,SBrkr,1324,0,1324,1348,0,2,2,2,1,Gd,5,6,Typ,1,Gd,Attchd,2006,Fin,2,TA,TA,Y,0,38,38,0,No Pool,No Fence,None,0,9,2007,New,Partial,1,1,3374,2648
2311,120,RL,48,3242,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,2003,2003,Gable,CompShg,VinylSd,Wd Sdng,Stone,235,Gd,TA,PConc,Gd,TA,No,GLQ,1000,Unf,405,1405,GasA,Ex,Y,SBrkr,1405,0,1405,2405,1,2,3,2,1,Gd,6,6,Typ,1,Gd,Attchd,2003,RFn,2,TA,TA,Y,136,36,36,0,No Pool,No Fence,None,0,3,2007,WD,Normal,4,4,3523,2810
2312,60,RL,59,15810,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,768,768,GasA,Ex,Y,SBrkr,768,728,1496,1496,0,3,3,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,2007,Unf,2,TA,TA,Y,100,0,0,0,No Pool,No Fence,None,0,5,2007,New,Partial,0,0,2836,2264
2313,60,RL,65,10237,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,768,768,GasA,Ex,Y,SBrkr,768,768,1536,1536,0,2.5,2.5,3,1,Gd,7,6,Typ,1,Gd,Attchd,2005,Fin,2,TA,TA,Y,100,38,38,0,No Pool,No Fence,None,0,6,2007,WD,Normal,2,1,2704,2304
2314,60,RL,58,13204,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,44,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,608,608,GasA,Ex,Y,SBrkr,608,850,1458,1458,0,2,2,3,1,Gd,6,6,Typ,0,No Fireplace,BuiltIn,2007,Fin,2,TA,TA,Y,100,33,33,0,No Pool,No Fence,None,0,5,2007,New,Partial,1,0,2564,2066
2315,60,RL,62,8857,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,738,738,GasA,Ex,Y,SBrkr,738,757,1495,1495,0,2.5,2.5,3,1,Gd,7,7,Typ,1,Gd,Attchd,2006,RFn,2,TA,TA,Y,100,30,30,0,No Pool,No Fence,None,0,3,2007,New,Partial,1,1,2673,2233
2316,60,RL,63,9729,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,698,698,GasA,Ex,Y,SBrkr,698,1048,1746,1746,1,2.5,3.5,3,1,Gd,8,6,Typ,1,Gd,BuiltIn,2007,Unf,3,TA,TA,Y,0,34,34,0,No Pool,No Fence,None,0,6,2007,New,Partial,1,0,2794,2444
2317,20,RL,88,12216,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,918,Unf,408,1326,GasA,Ex,Y,SBrkr,1326,0,1326,2244,1,2,3,3,1,Gd,7,6,Typ,0,No Fireplace,Attchd,2005,Fin,2,TA,TA,Y,120,23,23,0,No Pool,No Fence,Shed,2000,6,2007,WD,Normal,2,2,3040,2652
2318,60,RL,72,8229,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,22,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,752,752,GasA,Ex,Y,SBrkr,752,752,1504,1504,0,2.5,2.5,3,1,Gd,7,6,Typ,0,No Fireplace,Attchd,2007,Fin,2,TA,TA,Y,100,32,32,0,No Pool,No Fence,None,0,12,2007,New,Partial,0,0,2718,2256
2319,60,RL,64,7713,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,16,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,GasA,Ex,Y,SBrkr,728,728,1456,1456,0,2.5,2.5,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,2007,Fin,2,TA,TA,Y,100,24,24,0,No Pool,No Fence,None,0,7,2007,New,Partial,0,0,2600,2184
2320,20,RL,64,7697,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1246,1246,GasA,Ex,Y,SBrkr,1258,0,1258,1258,0,2,2,3,1,Gd,6,6,Typ,0,No Fireplace,Attchd,2007,RFn,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,8,2007,New,Partial,0,0,2966,2504
2321,120,RL,0,3621,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72,Gd,TA,PConc,Gd,TA,Gd,GLQ,1084,Unf,322,1406,GasA,Ex,Y,SBrkr,1589,0,1589,2673,1,2,3,2,1,Gd,6,7,Typ,1,TA,Attchd,2003,Fin,3,TA,TA,Y,143,20,20,0,No Pool,No Fence,None,0,11,2007,WD,Normal,4,4,3697,2995
2322,20,RL,53,3710,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1266,1266,GasA,Ex,Y,SBrkr,1266,0,1266,1266,0,2,2,2,1,Gd,5,6,Typ,1,Gd,Attchd,2007,Fin,2,TA,TA,Y,100,16,16,0,No Pool,No Fence,None,0,8,2007,New,Partial,0,0,2936,2532
2323,80,RL,65,16219,Pave,No Alley Access,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,779,Unf,56,835,GasA,Ex,Y,SBrkr,1119,0,1119,1898,1,2,3,2,1,Gd,6,5,Typ,0,No Fireplace,Attchd,2004,Fin,2,TA,TA,Y,100,24,24,0,No Pool,No Fence,None,0,4,2007,WD,Normal,3,2,2391,1954
2324,80,RL,87,11084,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,192,Unf,192,384,GasA,Ex,Y,SBrkr,744,630,1374,1566,1,2.5,3.5,3,1,Gd,8,8,Typ,1,Gd,BuiltIn,2004,Fin,2,TA,TA,Y,100,0,0,0,No Pool,No Fence,None,0,6,2007,WD,Family,3,3,2158,1758
2325,20,RL,59,10936,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1510,1510,GasA,Ex,Y,SBrkr,1525,0,1525,1525,0,2.5,2.5,3,1,Gd,7,6,Typ,1,Gd,Attchd,2006,RFn,2,TA,TA,Y,100,18,18,0,No Pool,No Fence,None,0,4,2007,New,Partial,1,1,3569,3035
2326,80,RL,0,11950,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,384,384,GasA,Ex,Y,SBrkr,754,640,1394,1394,0,2.5,2.5,3,1,Gd,7,7,Typ,1,TA,BuiltIn,2003,Fin,2,TA,TA,Y,100,0,0,0,No Pool,No Fence,None,0,10,2007,WD,Normal,4,4,2178,1778
2327,60,RL,63,7875,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,847,847,GasA,Ex,Y,SBrkr,847,1101,1948,1948,0,2.5,2.5,4,1,Gd,8,8,Typ,1,Gd,BuiltIn,2003,Fin,2,TA,TA,Y,0,48,48,0,No Pool,No Fence,None,0,7,2007,WD,Normal,4,4,3245,2795
2328,60,RL,0,8740,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,574,Unf,280,854,GasA,Ex,Y,SBrkr,864,1131,1995,2569,0,2.5,2.5,4,1,Gd,8,8,Typ,1,Gd,BuiltIn,2002,Fin,2,TA,TA,Y,264,48,48,0,No Pool,No Fence,None,0,7,2007,WD,Normal,5,5,3284,2849
2329,60,RL,58,9487,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,520,Unf,395,915,GasA,Ex,Y,SBrkr,940,750,1690,2210,1,2.5,3.5,3,1,TA,8,7,Typ,1,TA,Attchd,2000,RFn,2,TA,TA,Y,0,50,50,0,No Pool,No Fence,None,0,6,2007,WD,Normal,7,7,3047,2605
2330,60,RL,59,9649,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,941,941,GasA,Ex,Y,SBrkr,961,683,1644,1644,0,2.5,2.5,3,1,TA,7,7,Typ,1,TA,Attchd,1999,RFn,2,TA,TA,Y,460,42,42,0,No Pool,No Fence,None,0,5,2007,WD,Normal,8,7,3045,2585
2331,60,RL,100,12191,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,515,Gd,TA,PConc,Gd,TA,Av,GLQ,1181,Unf,598,1779,GasA,Ex,Y,SBrkr,1779,772,2551,3732,1,2.5,3.5,4,1,Gd,9,8,Typ,2,TA,Attchd,1998,Fin,3,TA,TA,Y,76,61,61,0,No Pool,No Fence,None,0,6,2007,WD,Normal,10,9,5770,4330
2332,60,RL,89,10557,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422,Gd,TA,PConc,Ex,TA,Gd,GLQ,672,Unf,736,1408,GasA,Ex,Y,SBrkr,1671,1407,3078,3750,1,2.5,3.5,4,1,Gd,9,9,Typ,1,TA,Attchd,1998,Fin,3,TA,TA,Y,108,87,87,0,No Pool,No Fence,None,0,7,2007,WD,Normal,9,9,5714,4486
2333,60,RL,74,11002,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1048,Unf,341,1389,GasA,Ex,Y,SBrkr,1411,1171,2582,3630,1,2.5,3.5,4,1,Gd,9,9,Typ,1,TA,Attchd,1998,Fin,3,TA,TA,Y,286,60,60,0,No Pool,No Fence,None,0,1,2007,WD,Normal,9,8,4729,3971
2334,60,RL,83,10790,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,275,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1066,1066,GasA,Ex,Y,SBrkr,1108,1277,2385,2385,0,2.5,2.5,4,1,Gd,8,8,Typ,1,TA,BuiltIn,1998,Fin,3,TA,TA,Y,120,38,38,0,No Pool,No Fence,None,0,5,2007,WD,Normal,9,9,4326,3451
2335,60,RL,88,11762,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309,Gd,TA,PConc,Ex,TA,No,GLQ,335,Unf,770,1105,GasA,Ex,Y,SBrkr,1105,1097,2202,2537,1,2.5,3.5,4,1,Gd,9,9,Typ,1,TA,Attchd,1992,RFn,2,TA,TA,Y,0,65,209,0,No Pool,No Fence,None,0,9,2007,WD,Normal,15,14,4133,3307
2336,60,RL,82,9044,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,526,Gd,Gd,PConc,Gd,TA,No,GLQ,1225,Unf,100,1325,GasA,Ex,Y,SBrkr,1335,1203,2538,3763,0,2.5,2.5,4,1,Gd,8,8,Typ,1,TA,Attchd,1996,RFn,3,TA,TA,Y,198,92,92,0,No Pool,No Fence,None,0,5,2007,WD,Normal,11,10,5322,3863
2337,20,RL,75,9910,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1369,1369,GasA,Ex,Y,SBrkr,1369,0,1369,1369,0,2,2,3,1,Gd,6,5,Typ,0,No Fireplace,Attchd,2007,Unf,2,TA,TA,Y,0,203,203,0,No Pool,No Fence,None,0,9,2007,New,Partial,0,0,3343,2738
2338,20,RL,91,11830,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,164,Gd,TA,PConc,Gd,TA,No,GLQ,1220,Unf,322,1542,GasA,Ex,Y,SBrkr,1542,0,1542,2762,1,2,3,3,1,Gd,7,6,Typ,1,Gd,Attchd,2007,Unf,3,TA,TA,Y,168,110,110,0,No Pool,No Fence,None,0,7,2007,New,Partial,0,0,4100,3084
2339,20,RL,76,10612,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248,Gd,TA,PConc,Gd,TA,Mn,GLQ,28,Unf,1496,1524,GasA,Gd,Y,SBrkr,1534,0,1534,1562,0,2,2,3,1,Gd,6,7,Typ,1,Gd,Attchd,2006,Fin,2,TA,TA,Y,168,46,46,0,No Pool,No Fence,None,0,1,2007,WD,Family,1,1,3790,3058
2340,20,RL,98,12291,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,10,2007,2007,Hip,CompShg,CemntBd,CemntBd,BrkFace,754,Ex,TA,PConc,Ex,TA,Av,GLQ,1572,Unf,394,1966,GasA,Ex,Y,SBrkr,1966,0,1966,3538,1,2,3,1,1,Ex,5,6,Typ,1,Gd,Attchd,2007,Fin,3,TA,TA,Y,76,52,52,0,No Pool,No Fence,None,0,10,2007,New,Partial,0,0,5778,3932
2341,20,RL,85,9965,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1528,1528,GasA,Ex,Y,SBrkr,1528,0,1528,1528,0,4,4,3,1,Gd,9,6,Typ,1,TA,Attchd,2007,Unf,2,TA,TA,Y,0,228,228,0,No Pool,No Fence,None,0,9,2007,New,Partial,0,0,3536,3056
2342,20,RL,74,8847,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148,Gd,TA,PConc,Gd,TA,Av,GLQ,769,Unf,769,1538,GasA,Ex,Y,SBrkr,1538,0,1538,2307,1,2,3,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,2005,RFn,2,TA,TA,Y,146,40,40,0,No Pool,No Fence,None,0,12,2007,WD,Normal,2,2,3708,3076
2343,20,RL,70,8251,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143,Gd,TA,PConc,Gd,Gd,Av,GLQ,778,Unf,716,1494,GasA,Ex,Y,SBrkr,1506,0,1506,2284,1,2,3,3,1,Gd,7,7,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,192,35,35,0,No Pool,No Fence,None,0,4,2007,WD,Normal,2,1,3815,3000
