Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF,SalePrice
574,80,RL,76,9967,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,384,384,GasA,Ex,Y,SBrkr,774,656,1430,1430,0,2.5,2.5,3,1,TA,7,8,Typ,1,TA,BuiltIn,2000,RFn,2,TA,TA,Y,100,0,0,0,No Pool,No Fence,None,0,12,2007,WD,Normal,7,7,2214,1814,170000
575,80,RL,70,10500,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,Names,Norm,Norm,1Fam,SLvl,5,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82,TA,TA,CBlock,TA,TA,Av,ALQ,349,Unf,23,372,GasA,TA,Y,SBrkr,576,533,1109,1458,0,1,1.5,3,1,TA,6,5,Typ,0,No Fireplace,BuiltIn,1971,Unf,1,TA,TA,Y,35,0,0,0,No Pool,GdWo,None,0,12,2007,WD,Normal,36,2,1851,1481,139000
576,50,RL,80,8480,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,390,832,GasA,TA,Y,SBrkr,832,384,1216,1658,0,1,1,2,1,TA,4,6,Typ,0,No Fireplace,Detchd,1947,Unf,1,TA,TA,Y,158,0,102,0,No Pool,No Fence,None,0,10,2008,COD,Abnorml,61,58,2384,2048,118500
577,50,RL,52,6292,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,861,861,GasA,Gd,Y,SBrkr,877,600,1477,1477,0,2,2.5,3,1,TA,7,6,Typ,1,Gd,Detchd,1928,Unf,1,TA,TA,Y,0,50,50,0,No Pool,No Fence,None,0,8,2009,WD,Normal,81,59,2554,2338,145000
578,80,RL,96,11777,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97,TA,TA,CBlock,TA,TA,Av,LwQ,328,ALQ,285,1164,GasA,Ex,Y,SBrkr,1320,0,1320,2199,1,1,2,3,1,TA,6,6,Typ,2,Fa,Attchd,1966,RFn,2,TA,TA,Y,160,68,308,0,No Pool,No Fence,None,0,5,2006,WD,Abnorml,40,40,3145,2484,164500
579,160,FV,34,3604,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,689,689,GasA,Ex,Y,SBrkr,703,689,1392,1392,0,2,2,2,1,Gd,5,5,Typ,0,No Fireplace,Detchd,2007,Unf,2,TA,TA,Y,0,102,102,0,No Pool,No Fence,None,0,2,2008,WD,Abnorml,1,1,2621,2081,146000
580,50,RM,81,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1050,1050,GasA,Ex,N,FuseF,1050,745,1795,1795,0,2,2,4,1,TA,7,7,Typ,0,No Fireplace,Attchd,1954,Unf,1,Fa,TA,Y,0,0,0,0,No Pool,No Fence,None,0,11,2008,WD,Normal,54,54,3532,2845,131500
581,20,RL,0,14585,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Names,Norm,Norm,1Fam,1Story,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85,TA,TA,CBlock,TA,TA,No,BLQ,594,Rec,331,1144,GasA,Ex,Y,SBrkr,1429,0,1429,2242,0,1,1.5,3,1,Gd,6,7,Typ,2,Gd,Attchd,1960,Unf,2,TA,TA,Y,216,110,110,0,No Pool,No Fence,None,0,6,2007,WD,Normal,47,20,3230,2573,181900
582,20,RL,98,12704,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,2042,2042,GasA,Ex,Y,SBrkr,2042,0,2042,2042,0,2.5,2.5,3,1,Ex,7,8,Typ,1,Gd,Attchd,2009,RFn,3,TA,TA,Y,0,90,90,0,No Pool,No Fence,None,0,8,2009,New,Partial,1,0,5780,4084,253293
583,90,RL,81,11841,Grvl,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplx,SFoyer,6,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,TA,Gd,CBlock,Gd,TA,Av,GLQ,816,Unf,0,816,GasA,TA,Y,SBrkr,816,0,816,1632,1,1,2,3,1,TA,6,5,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,Y,0,32,32,0,No Pool,No Fence,None,0,5,2007,WD,Normal,17,17,1736,1632,118500
584,75,RM,75,13500,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Ex,Ex,BrkTil,TA,TA,No,Unf,0,Unf,1237,1237,GasA,Gd,Y,SBrkr,1521,1254,2775,2775,0,3.5,3.5,3,1,Gd,8,9,Typ,1,Gd,Detchd,1988,Unf,2,Gd,TA,Y,105,502,502,0,No Pool,No Fence,None,0,7,2008,WD,Normal,115,8,4892,4012,325000
585,50,RM,51,6120,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,884,884,GasA,Ex,Y,SBrkr,989,584,1573,1573,0,1,1,3,1,Gd,5,6,Typ,0,No Fireplace,Detchd,1935,Unf,1,TA,TA,Y,0,0,174,0,No Pool,No Fence,None,0,7,2009,WD,Normal,74,14,2697,2457,133000
586,20,RL,88,11443,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460,Unf,408,1868,GasA,Ex,Y,SBrkr,2028,0,2028,3488,1,2,3,2,1,Gd,6,7,Typ,2,Gd,Attchd,2005,RFn,3,TA,TA,Y,326,66,66,0,No Pool,No Fence,None,0,3,2006,New,Partial,1,0,4984,3896,369900
587,30,RL,55,10267,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,1918,2000,Gable,CompShg,Stucco,Wd Sdng,None,0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,210,ALQ,0,816,GasA,Ex,Y,SBrkr,838,0,838,1654,1,1,2,2,1,Fa,5,5,Typ,0,No Fireplace,Detchd,1961,Fin,1,TA,TA,N,0,0,112,0,No Pool,MnWw,None,0,5,2008,WD,Normal,90,8,1929,1654,130000
588,85,RL,74,8740,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,672,Unf,168,840,GasA,TA,Y,SBrkr,860,0,860,1532,1,1,2,2,1,TA,5,4,Typ,0,No Fireplace,Detchd,1996,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,27,27,2228,1700,137000
589,20,RL,65,25095,Pave,No Alley Access,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Gd,GLQ,1324,Unf,113,1437,GasA,Ex,Y,SBrkr,1473,0,1473,2797,2,1,3,1,1,Ex,5,5,Typ,2,Gd,Attchd,1968,Unf,1,TA,TA,Y,0,48,108,0,No Pool,No Fence,None,0,6,2009,WD,Partial,41,6,3362,2910,143000
590,40,RM,50,9100,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,742,742,GasA,TA,Y,FuseA,779,0,623,935,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,Detchd,1988,Unf,1,TA,TA,P,0,0,0,0,No Pool,No Fence,Shed,600,8,2008,WD,Normal,78,48,1985,1677,79500
591,60,RL,64,8320,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,490,Unf,280,770,GasA,Ex,Y,SBrkr,770,812,1582,2072,0,2.5,2.5,3,1,Gd,7,6,Typ,0,No Fireplace,Attchd,2004,RFn,2,TA,TA,Y,0,45,45,0,No Pool,No Fence,None,0,9,2008,WD,Normal,4,4,2872,2352,185900
592,60,RL,97,13478,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,2008,2008,Gable,CompShg,CemntBd,CemntBd,Stone,420,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338,Unf,384,1722,GasA,Ex,Y,SBrkr,1728,568,2296,3634,1,2.5,3.5,3,1,Ex,8,10,Typ,1,Gd,BuiltIn,2008,RFn,3,TA,TA,Y,382,274,274,0,No Pool,No Fence,None,0,6,2009,ConLI,Normal,1,1,5280,4018,451950
593,20,RL,60,6600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,PConc,TA,Gd,No,GLQ,816,Unf,0,816,GasA,Ex,Y,SBrkr,816,0,816,1632,1,1,2,2,1,TA,5,4,Typ,0,No Fireplace,Detchd,1985,Fin,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,6,2008,WD,Normal,26,5,2448,1632,138000
594,120,RM,0,4435,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,Av,GLQ,685,Unf,163,848,GasA,Ex,Y,SBrkr,848,0,848,1533,1,1,2,1,1,Gd,4,4,Typ,0,No Fireplace,Attchd,2003,Fin,2,TA,TA,Y,140,0,0,0,No Pool,No Fence,None,0,5,2009,WD,Normal,6,6,2286,1696,140000
595,20,RL,88,7990,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,924,924,GasA,TA,Y,SBrkr,924,0,924,924,0,1,1,3,1,TA,5,5,Typ,0,No Fireplace,Detchd,1981,Unf,1,TA,TA,Y,0,0,0,0,No Pool,MnPrv,None,0,4,2008,WD,Normal,33,33,2128,1848,110000
596,20,RL,69,11302,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238,Gd,TA,PConc,Gd,TA,Gd,GLQ,1422,Unf,392,1814,GasA,Ex,Y,SBrkr,1826,0,1826,3248,1,2,3,3,1,Gd,7,7,Typ,1,TA,Attchd,2005,Fin,3,TA,TA,Y,180,75,195,0,No Pool,No Fence,None,0,8,2006,New,Partial,1,0,4636,3640,319000
597,70,RM,60,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,684,684,GasA,Ex,N,FuseA,684,684,1368,1368,0,1,1,3,1,TA,5,7,Typ,0,No Fireplace,Detchd,1930,Unf,1,TA,Fa,N,0,158,158,0,No Pool,No Fence,None,0,10,2006,WD,Normal,96,13,2268,2052,114504
598,120,RL,53,3922,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1258,1258,GasA,Ex,Y,SBrkr,1402,0,1402,1402,0,1,2,2,1,Gd,7,7,Typ,1,Gd,Attchd,2006,Fin,3,TA,TA,Y,120,16,16,0,No Pool,No Fence,None,0,2,2007,New,Partial,1,0,3380,2660,194201
599,20,RL,80,12984,Pave,No Alley Access,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283,LwQ,0,1430,GasA,Ex,Y,SBrkr,1647,0,1647,3077,1,2,3,3,1,Gd,7,7,Typ,1,TA,Attchd,1977,Fin,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,3,2006,WD,Normal,29,29,4157,3077,217500
600,160,RM,24,1950,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsI,2Story,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,Gd,TA,No,LwQ,81,GLQ,23,716,GasA,TA,Y,SBrkr,716,840,1556,2249,1,2.5,3.5,3,1,TA,8,6,Typ,1,TA,Attchd,1980,Fin,2,TA,TA,Y,161,0,0,0,No Pool,GdPrv,None,0,7,2008,COD,Normal,28,28,2724,2272,151000
601,60,RL,74,10927,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280,Gd,TA,PConc,Gd,TA,Av,GLQ,546,Unf,512,1058,GasA,Ex,Y,SBrkr,1058,846,1904,2450,1,2.5,3.5,3,1,Ex,8,8,Typ,1,Gd,BuiltIn,2003,Fin,2,TA,TA,Y,179,60,60,0,No Pool,No Fence,None,0,6,2006,WD,Normal,1,1,3978,2962,275000
602,50,RM,50,9000,Pave,No Alley Access,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,780,780,GasA,TA,Y,SBrkr,780,595,1375,1375,0,1.5,1.5,3,1,Gd,6,6,Typ,1,Gd,Detchd,1979,Unf,1,TA,TA,P,0,162,288,0,No Pool,No Fence,None,0,12,2007,WD,Normal,70,57,2699,2155,141000
603,60,RL,80,10041,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789,Unf,119,908,GasA,Ex,Y,SBrkr,927,988,1915,2704,1,2.5,3.5,3,1,Gd,8,8,Typ,1,TA,Attchd,1992,Fin,2,TA,TA,Y,120,150,150,0,No Pool,No Fence,None,0,2,2006,WD,Abnorml,14,14,3329,2823,220000
604,160,FV,30,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,600,600,GasA,Ex,Y,SBrkr,600,600,1200,1200,0,2.5,2.5,2,1,Gd,6,4,Typ,0,No Fireplace,Detchd,2004,RFn,2,TA,TA,Y,0,172,172,0,No Pool,No Fence,None,0,6,2010,WD,Normal,6,5,2280,1800,151000
605,20,RL,88,12803,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99,Gd,TA,PConc,Gd,TA,Mn,GLQ,922,Unf,572,1494,GasA,Ex,Y,SBrkr,1494,0,1494,2416,1,2,3,3,1,Gd,7,6,Typ,1,TA,Attchd,2002,RFn,2,TA,TA,Y,192,36,36,0,No Pool,No Fence,None,0,9,2008,WD,Normal,6,6,3617,2988,221000
606,60,RL,85,13600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,2Story,7,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,TA,TA,CBlock,TA,TA,No,BLQ,454,Unf,314,768,GasA,TA,Y,SBrkr,1186,800,1986,2440,0,2.5,2.5,3,1,TA,7,7,Typ,3,Fa,Attchd,1965,Unf,2,TA,TA,Y,0,42,231,0,No Pool,No Fence,None,0,10,2009,WD,Normal,44,19,3416,2754,205000
607,20,RL,82,12464,Pave,No Alley Access,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,No,GLQ,732,Unf,308,1040,GasA,Gd,Y,SBrkr,1040,0,1040,1772,1,1,2,3,1,Gd,6,6,Typ,0,No Fireplace,Detchd,2000,Unf,2,TA,TA,Y,168,0,0,0,No Pool,GdPrv,None,0,11,2009,WD,Normal,13,13,2656,2080,152000
608,20,RL,78,7800,Pave,No Alley Access,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,GLQ,603,Unf,293,896,GasA,Ex,Y,SBrkr,1112,896,2008,2611,1,3,4,3,1,Ex,8,8,Typ,0,No Fireplace,Attchd,1948,Unf,1,TA,TA,Y,103,0,0,0,No Pool,No Fence,None,0,8,2006,WD,Normal,58,4,3134,2904,225000
609,70,RL,78,12168,Pave,No Alley Access,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,PConc,Gd,TA,Mn,BLQ,428,Unf,537,965,GasA,TA,Y,SBrkr,1940,1254,3194,3622,0,2.5,2.5,4,1,TA,8,10,Typ,2,Gd,Basment,1934,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,9,2007,WD,Alloca,73,9,4539,4159,359100
610,20,RL,61,7943,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192,TA,Fa,CBlock,TA,TA,Mn,Rec,903,Unf,126,1029,GasA,Gd,Y,SBrkr,1029,0,1029,1932,1,1,2,3,1,TA,6,5,Typ,0,No Fireplace,Attchd,1961,Unf,1,TA,TA,Y,64,0,39,0,No Pool,No Fence,None,0,4,2007,WD,Normal,46,46,2511,2058,118500
611,60,RL,0,11050,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204,Gd,TA,PConc,Ex,TA,Mn,GLQ,904,Unf,536,1440,GasA,Ex,Y,SBrkr,1476,677,2153,3057,1,2.5,3.5,3,1,Ex,8,8,Typ,2,Ex,Attchd,2000,Fin,3,TA,TA,Y,253,142,142,0,No Pool,No Fence,None,0,5,2009,WD,Normal,9,9,4533,3593,313000
612,80,RL,0,10395,Pave,No Alley Access,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233,TA,TA,CBlock,Gd,TA,Av,ALQ,605,Unf,427,1032,GasA,TA,Y,SBrkr,1032,0,1032,1637,0,2,2.5,3,1,TA,7,6,Typ,1,TA,Attchd,1978,Unf,2,TA,TA,Y,0,0,0,0,No Pool,MnPrv,Shed,500,7,2007,WD,Normal,29,29,2861,2064,148000
613,60,RL,0,11885,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,Gd,TA,PConc,Gd,TA,Av,GLQ,990,Unf,309,1299,GasA,Ex,Y,SBrkr,1299,573,1872,2862,1,2.5,3.5,3,1,Ex,8,7,Typ,1,TA,BuiltIn,2001,RFn,2,TA,TA,Y,160,122,122,0,No Pool,No Fence,None,0,11,2009,WD,Normal,8,8,3810,3171,261500
614,20,RL,70,8402,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,206,Unf,914,1120,GasA,Ex,Y,SBrkr,1120,0,1120,1326,0,1,1,3,1,TA,5,6,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,Y,0,30,30,0,No Pool,No Fence,None,0,12,2007,New,Partial,0,0,2240,2240,147000
615,180,RM,21,1491,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,1972,1972,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,Gd,TA,Av,LwQ,150,GLQ,0,630,GasA,Ex,Y,SBrkr,630,0,630,1260,1,1,2,1,1,TA,4,3,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,Y,96,24,24,0,No Pool,No Fence,None,0,5,2010,WD,Normal,38,38,1260,1260,75500
616,85,RL,80,8800,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Feedr,Norm,1Fam,SFoyer,6,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156,TA,Gd,PConc,TA,TA,Gd,GLQ,763,Unf,173,936,GasA,Ex,Y,SBrkr,1054,0,1054,1817,1,1,2,3,1,Gd,6,6,Typ,0,No Fireplace,Attchd,1963,RFn,2,TA,TA,Y,120,0,0,0,No Pool,MnPrv,None,0,5,2010,WD,Abnorml,47,47,2626,1990,137500
617,60,RL,0,7861,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,457,Unf,326,783,GasA,Ex,Y,SBrkr,807,702,1509,1966,1,2.5,3.5,3,1,Gd,8,7,Typ,1,Gd,Attchd,2002,Fin,2,TA,TA,Y,100,75,75,0,No Pool,No Fence,None,0,6,2006,WD,Normal,4,3,2685,2292,183200
618,45,RL,59,7227,Pave,No Alley Access,Reg,HLS,AllPub,Corner,Mod,Names,Artery,Norm,1Fam,1.5Unf,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,832,832,GasA,Gd,Y,SBrkr,832,0,832,832,0,1,1,2,1,Gd,4,4,Typ,0,No Fireplace,Detchd,1962,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,6,2008,WD,Normal,54,54,2192,1664,105500
619,20,RL,90,11694,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2007,2007,Hip,CompShg,CemntBd,CemntBd,BrkFace,452,Ex,TA,PConc,Ex,TA,Av,GLQ,48,Unf,1774,1822,GasA,Ex,Y,SBrkr,1828,0,1828,1876,0,2,2,3,1,Gd,6,9,Typ,1,Gd,Attchd,2007,Unf,3,TA,TA,Y,0,108,368,0,No Pool,No Fence,None,0,7,2007,New,Partial,0,0,4876,3650,314813
620,60,RL,85,12244,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226,Gd,TA,PConc,Gd,TA,Gd,GLQ,871,Unf,611,1482,GasA,Ex,Y,SBrkr,1482,780,2262,3133,1,2.5,3.5,4,1,Gd,9,10,Typ,2,Gd,Attchd,2003,Fin,3,TA,TA,Y,168,0,0,0,No Pool,No Fence,None,0,8,2008,WD,Normal,5,5,4719,3744,305000
621,30,RL,45,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,41,Unf,823,864,GasA,TA,N,FuseF,864,0,864,905,1,1,2,2,1,TA,5,5,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,N,0,0,100,0,No Pool,No Fence,None,0,9,2008,WD,Normal,94,58,1728,1728,67000
622,60,RL,90,10800,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,956,Rec,384,1522,GasA,TA,Y,SBrkr,1548,1066,2614,3752,0,2.5,2.5,4,1,TA,8,9,Typ,1,TA,Attchd,1974,RFn,2,TA,TA,Y,38,243,243,0,No Pool,No Fence,None,0,6,2008,WD,Normal,34,11,4760,4136,240000
623,20,RL,71,7064,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153,TA,TA,CBlock,TA,TA,No,BLQ,560,Unf,420,980,GasA,TA,Y,SBrkr,980,0,980,1540,0,1,1,3,1,TA,5,6,Typ,0,No Fireplace,Detchd,1986,Unf,2,TA,TA,Y,192,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,32,32,2597,1960,135000
